time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pdh,pdl,pdc,sweep_prev_high,sweep_prev_low
2025-12-08T19:00:00+0700,1.16482,1.1656900000000001,1.16453,1.1648,7383,0.0011600000000000499,0.0019185714285714361,0.0011600000000000499,1.999999999990898e-05,0.0008700000000001484,0.00026999999999999247,0.23275862068963868,0,0,,0,0,0,0,1.164712677039474,1.1625880265858597,1.16482,1.16394,1.16419,1,0
2025-12-08T23:00:00+0700,1.1648,1.16543,1.1616,1.1638600000000001,10117,0.00383,0.0019849999999999985,0.00383,0.0009399999999999409,0.0006299999999999084,0.0022600000000001508,0.5900783289817626,0,1,,0,0,0,0,1.1646314697023814,1.1626379078962181,1.16482,1.16394,1.16419,1,0
2025-12-09T03:00:00+0700,1.16387,1.16414,1.16338,1.16357,4578,0.0007599999999998719,0.0018349999999999836,0.0007599999999998719,0.00029999999999996696,0.00026999999999999247,0.00018999999999991246,0.24999999999992695,0,0,,0,0,0,0,1.1645303773497735,1.162674460527739,1.16717,1.1616,1.1638600000000001,0,0
2025-12-09T07:00:00+0700,1.16316,1.16472,1.16316,1.16468,3609,0.0015600000000000058,0.0017764285714285519,0.0015600000000000058,0.0015199999999999658,4.0000000000040004e-05,0.0,0.9743589743589488,0,0,,0,0,0,0,1.1645446271259856,1.1627531091344943,1.16717,1.1616,1.1638600000000001,0,0
2025-12-09T11:00:00+0700,1.16468,1.16498,1.16432,1.1648399999999999,4066,0.0006599999999998829,0.0016899999999999851,0.0006599999999998829,0.00015999999999993797,0.000140000000000029,0.00035999999999991594,0.7878787878787064,0,0,,0,0,0,0,1.1645727578758918,1.162834947991965,1.16717,1.1616,1.1638600000000001,0,0
2025-12-09T15:00:00+0700,1.1648399999999999,1.16568,1.16332,1.16519,6793,0.0023600000000001398,0.0017685714285714368,0.0023600000000001398,0.0003500000000000725,0.0004900000000001015,0.0015199999999999658,0.7923728813559016,1,0,,0,0,0,0,1.1646315428400926,1.1629273029726723,1.16717,1.1616,1.1638600000000001,0,0
2025-12-09T19:00:00+0700,1.16519,1.16538,1.16286,1.16341,7218,0.0025200000000000777,0.001857857142857165,0.0025200000000000777,0.0017799999999998928,0.0001900000000001345,0.0005500000000000504,0.21825396825398155,0,0,,0,0,0,0,1.1645152054267505,1.1629462322678616,1.16717,1.1616,1.1638600000000001,0,0
2025-12-09T23:00:00+0700,1.16341,1.16406,1.16146,1.16237,9926,0.0026000000000001577,0.0018757142857143139,0.0026000000000001577,0.001040000000000152,0.0006500000000000394,0.0009099999999999664,0.34999999999996584,0,1,,0,0,0,0,1.1643109001480123,1.162923634924024,1.16717,1.1616,1.1638600000000001,0,1
2025-12-10T03:00:00+0700,1.16236,1.16316,1.16164,1.16251,3714,0.0015199999999999658,0.0018750000000000236,0.0015199999999999658,0.00014999999999987246,0.0006500000000000394,0.0007200000000000539,0.572368421052596,0,0,,0,0,0,0,1.1641393858482016,1.1629074139466113,1.16568,1.16146,1.16237,0,0
2025-12-10T07:00:00+0700,1.1625,1.16284,1.16219,1.16233,3064,0.0006500000000000394,0.0016914285714285976,0.0006500000000000394,0.00017000000000000348,0.00034000000000000696,0.000140000000000029,0.21538461538464693,0,0,,0,0,0,0,1.163967063386468,1.1628847702624305,1.16568,1.16146,1.16237,0,0
2025-12-10T11:00:00+0700,1.16233,1.16305,1.1621299999999999,1.16293,2982,0.0009200000000000319,0.0016942857142857434,0.0009200000000000319,0.0005999999999999339,0.00011999999999989797,0.00020000000000020002,0.8695652173914198,0,0,,0,0,0,0,1.1638682954448998,1.1628865439776295,1.16568,1.16146,1.16237,0,0
2025-12-10T15:00:00+0700,1.16293,1.16573,1.16282,1.16361,6231,0.002909999999999968,0.001759285714285741,0.002909999999999968,0.0006800000000000139,0.0021199999999998997,0.0001100000000000545,0.271477663230267,0,0,,0,0,0,0,1.1638436958787188,1.1629149148020361,1.16568,1.16146,1.16237,1,0
2025-12-10T19:00:00+0700,1.16361,1.16419,1.16271,1.16397,6826,0.0014800000000001479,0.0018107142857143163,0.0014800000000001479,0.00035999999999991594,0.000220000000000109,0.0009000000000001229,0.8513513513512926,0,0,,0,0,0,0,1.1638557248426504,1.1629562906921522,1.16568,1.16146,1.16237,0,0
2025-12-10T23:00:00+0700,1.1639599999999999,1.16597,1.16334,1.16582,8636,0.00262999999999991,0.0018257142857143035,0.00262999999999991,0.0018600000000001948,0.00014999999999987246,0.0006199999999998429,0.9429657794677272,0,0,BOS_UP,1,0,0,0,1.1640427986671598,1.16306859301795,1.16568,1.16146,1.16237,0,0
2025-12-11T03:00:00+0700,1.16582,1.16993,1.16434,1.16942,12958,0.005589999999999984,0.0021421428571428702,0.005589999999999984,0.0035999999999998256,0.0005100000000000104,0.0014800000000001479,0.9087656529516973,0,0,BOS_UP,1,0,0,0,1.1645549130798112,1.16331766780156,1.16597,1.16164,1.16582,0,0
2025-12-11T07:00:00+0700,1.16936,1.17069,1.16858,1.17014,4711,0.0021100000000000563,0.0020192857142857313,0.0021100000000000563,0.0007800000000000029,0.0005500000000000504,0.0007800000000000029,0.7393364928909784,1,0,,0,0,0,0,1.1650868261198293,1.1635852102407145,1.16597,1.16164,1.16582,0,0
